Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,url1,url2,url3,Missing
450222.0,CONROE REGIONAL MEDICAL CENTER,504 MEDICAL CENTER BLVD,CONROE,TX,77304.0,MONTGOMERY,9365391111.0,Acute Care Hospitals,Proprietary,True,True,1,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,"504 MEDICAL CENTER BLVD CONROE, TX (30.284022, -95.468722)",https://conroeregional.com/,https://conroeregional.com/about/phone-directory/,https://conroeregional.com/contact-us/,True
670093.0,"ASPIRE BEHAVIORAL HEALTH OF CONROE, LLC","2006 SOUTH LOOP 336 WEST, SUITE 500",CONROE,TX,77304.0,MONTGOMERY,9366473500.0,Acute Care Hospitals,Physician,False,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Below the national average,,"2006 SOUTH LOOP 336 WEST, SUITE 500 CONROE, TX (30.284069, -95.480131)",http://www.aspirehealthcorp.com/,https://www.aspirehealthcorp.com/our-services/department-of-behavioral-health-conroe-tx-aspire-hospital/,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=133101621,True
450508.0,MEMORIAL HOSPITAL NACOGDOCHES TX,1204 MOUND ST,NACOGDOCHES,TX,75961.0,NACOGDOCHES,9365644611.0,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1204 MOUND ST NACOGDOCHES, TX (31.613397, -94.649455)",https://www.nacmem.org/,https://www.nacmem.org/department-directory,https://www.nacmem.org/careers/all/,True
490057.0,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454.0,VIRGINIA BEACH CITY,7573958000.0,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1060 FIRST COLONIAL ROAD VIRGINIA BEACH, VA (36.820277, -75.99862)",https://www.sentara.com/hospitalslocations/locations/sentara-virginia-beach-general-hospital/directions-parking.aspx,https://www.sentara.com/hospitalslocations/locations/sentara-virginia-beach-general-hospital.aspx,https://www.sentara.com/hospitalslocations/locations/sentara-virginia-beach-general-hospital/hours-directory.aspx,True
490110.0,LEWISGALE HOSPITAL MONTGOMERY,3700 SOUTH MAIN STREET,BLACKSBURG,VA,24060.0,MONTGOMERY,5409511111.0,Acute Care Hospitals,Proprietary,True,True,2,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"3700 SOUTH MAIN STREET BLACKSBURG, VA (37.185621, -80.408612)",https://lewisgale.com/location/lewisgale-hospital-montgomery,https://lewisgale.com/locations/lewisgale-hospital-montgomery/careers.dot,https://lewisgale.com/locations/lewisgale-hospital-montgomery/our-history.dot,True
490052.0,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601.0,NEWPORT NEWS CITY,7575942000.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,"500 J CLYDE MORRIS BLVD NEWPORT NEWS, VA (37.06389, -76.4854)",https://www.riversideonline.com/rrmc/,https://www.riversideonline.com/contact_us/,https://www.riversideonline.com/about_riverside/directory.cfm,True
450193.0,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,6720 BERTNER,HOUSTON,TX,77030.0,HARRIS,8323551000.0,Acute Care Hospitals,Voluntary non-profit - Church,True,True,2,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,"6720 BERTNER HOUSTON, TX (29.707116, -95.39918)",https://www.chistlukeshealth.org/locations/chi-st-lukes-health%E2%80%93baylor-st-lukes-medical-center,https://www.chistlukeshealth.org/,https://www.chistlukeshealth.org/locations/infusion-center-houston,True
450235.0,MEMORIAL HOSPITAL GONZALES TX,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629.0,GONZALES,8306727581.0,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period.,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Same as the national average,,Same as the national average,,"1110 NORTH SARAH DEWITT DRIVE GONZALES, TX (29.515895, -97.428868)",http://www.gonzaleshealthcare.com/,http://www.gonzaleshealthcare.com/contact/,http://www.gonzaleshealthcare.com/services/memorial-hospital-home-health/,True
510047.0,FAIRMONT REGIONAL MEDICAL CENTER,1325 LOCUST AVENUE,FAIRMONT,WV,26554.0,MARION,3043677100.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,"1325 LOCUST AVENUE FAIRMONT, WV (39.480876, -80.164069)",http://www.frmcwv.com/,http://www.frmcwv.com/careers/,http://www.frmcwv.com/fairmont-rehabilitation-center/,True
500041.0,PEACHEALTH ST JOHN MEDICAL CENTER,1615 DELAWARE STREET,LONGVIEW,WA,98632.0,COWLITZ,3604142000.0,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,"1615 DELAWARE STREET LONGVIEW, WA (46.130992, -122.941192)",https://www.peacehealth.org/st-john-medical-center,https://www.peacehealth.org/phmg/longview/family-medicine,https://www.peacehealth.org/st-john/patients-and-visitors/visiting/Pages/phone-directory,True
450573.0,CHRISTUS JASPER MEMORIAL HOSPITAL,1275 MARVIN HANCOCK DRIVE,JASPER,TX,75951.0,JASPER,4093845461.0,Acute Care Hospitals,Government - Local,True,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period.,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1275 MARVIN HANCOCK DRIVE JASPER, TX (30.907639, -94.008533)",http://www.christushealth.org/southeast-texas/jasper,http://www.christushealth.org/southeast-texas/jasper/services-treatments/imaging-and-radiology,http://www.christushealth.org/southeast-texas/jasper/services-treatments/emergency,True
450670.0,TOMBALL REGIONAL MEDICAL CENTER,605 HOLDERRIETH,TOMBALL,TX,77375.0,HARRIS,2813511623.0,Acute Care Hospitals,Proprietary,True,True,3,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,"605 HOLDERRIETH TOMBALL, TX (30.088703, -95.623985)",https://tomballregionalmedicalcenter.com/,https://tomballregionalmedicalcenter.com/about/phone-directory/,https://tomballregionalmedicalcenter.com/careers/search.dot,True
480002.0,GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,"#4007 EST DIAMOND RUBY, CHRISTIANSTED",ST CROIX,VI,820.0,,3407786311.0,Acute Care Hospitals,Government - State,True,,2,This hospital's star rating only includes data reported on inpatient services.,Same as the national average,,Not Available,Results are not available for this reporting period.,Same as the national average,,Below the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"#4007 EST DIAMOND RUBY, CHRISTIANSTED ST CROIX, VI (17.733184, -64.752261)",http://jflusvi.org/,http://jflusvi.org/job-announcements/,http://jflusvi.org/pay-bill/,True
500015.0,MULTICARE AUBURN MEDICAL CENTER,202 NORTH DIVISION STREET PLAZA ONE,AUBURN,WA,98001.0,KING,2538337711.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"202 NORTH DIVISION STREET PLAZA ONE AUBURN, WA (47.309153, -122.229833)",https://www.multicare.org/auburn-medical-center/,https://www.multicare.org/auburn-phone-directory/,https://www.multicare.org/auburn-services/,True
670113.0,"HUMBLE SURGICAL HOSPITAL, LLC",1475 FM 1960 BYPASS ROAD EAST,HUMBLE,TX,77338.0,HARRIS,2819642100.0,Acute Care Hospitals,Physician,True,,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"1475 FM 1960 BYPASS ROAD EAST HUMBLE, TX (30.004183, -95.252924)",http://humblesurgical.com/,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=117212813,https://www.healthcarefinancenews.com/news/humble-surgical-hospital-goes-bankrupt-after-scamming-aetna-51-million,True
490009.0,UNIVERSITY OF VIRGINIA MEDICAL CENTER,1215 LEE STREET,CHARLOTTESVILLE,VA,22908.0,CHARLOTTESVILLE CITY,8002513627.0,Acute Care Hospitals,Government - State,True,True,2,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,"1215 LEE STREET CHARLOTTESVILLE, VA (38.031829, -78.498455)",https://uvahealth.com/locations/profile/university-hospital,https://uvahealth.com/,https://uvahealth.com/about/contact,True
670087.0,BAYLOR SCOTT & WHITE EMERGENCY MEDICAL CENTER AT C,900 EAST WHITESTONE BLVD,CEDAR PARK,TX,78613.0,WILLIAMSON,5126844911.0,Acute Care Hospitals,Government - Hospital District or Authority,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"900 EAST WHITESTONE BLVD CEDAR PARK, TX (30.523951, -97.820177)",https://www.bswemc.org/,https://www.bswemc.org/cedar-park/,https://www.bswemc.org/locations/,True
500079.0,MULTICARE GOOD SAMARITAN HOSPITAL,401 15TH AVENUE SE,PUYALLUP,WA,98372.0,PIERCE,2536972102.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,"401 15TH AVENUE SE PUYALLUP, WA (47.177411, -122.289468)",https://www.multicare.org/good-samaritan-hospital/,https://www.multicare.org/good-samaritan-phone-directory/,https://www.multicare.org/puyallup-urgent-care/,True
670094.0,LITTLE RIVER HEALTHCARE CAMERON HOSPITAL,806 N CROCKETT AVE,CAMERON,TX,76520.0,MILAM,2546050025.0,Acute Care Hospitals,Proprietary,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Below the national average,,Above the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"806 N CROCKETT AVE CAMERON, TX (30.857111, -96.976717)",http://lrhealthcare.com/locations/cameron-clinic,http://lrhealthcare.com/locations/cameron-hospital,http://lrhealthcare.com/locations/cameron-clinic/appointments,True
490048.0,LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,SALEM,VA,24153.0,SALEM CITY,5407764000.0,Acute Care Hospitals,Proprietary,True,True,4,,Same as the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1900 ELECTRIC ROAD SALEM, VA (37.265106, -80.033158)",https://lewisgale.com/location/lewisgale-medical-center,https://lewisgale.com/,https://lewisgale.com/about/phone-directory/,True
450643.0,DOCTORS HOSPITAL OF LAREDO,10700 MCPHERSON ROAD,LAREDO,TX,78041.0,WEBB,9565232000.0,Acute Care Hospitals,Proprietary,True,True,3,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"10700 MCPHERSON ROAD LAREDO, TX (27.60709, -99.476281)",https://www.doctorshosplaredo.com/,https://www.doctorshosplaredo.com/patients-visitors/phone-directory,https://www.doctorshosplaredo.com/about/contact-us,True
520136.0,WHEATON FRANCISCAN - ST JOSEPH,5000 W CHAMBERS ST,MILWAUKEE,WI,53210.0,MILWAUKEE,4144472130.0,Acute Care Hospitals,Voluntary non-profit - Church,True,True,4,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,"5000 W CHAMBERS ST MILWAUKEE, WI (43.073465, -87.9761)",https://www.mywheaton.org/locations/profile/wheaton-franciscan-st-joseph-campus/,https://www.mywheaton.org/locations/profile/wheaton-franciscan-st-joseph-campus-primary-specialty-care-5000-w-chambers-street-milwaukee-wi/,https://www.mywheaton.org/locations/profile/wheaton-franciscan-st-joseph-campus-primary-specialty-care-3070-n-51st-street-milwaukee-wi/,True
670031.0,ST LUKE'S PATIENTS MEDICAL CENTER,4600 EAST SAM HOUSTON PARKWAY SOUTH,PASADENA,TX,77505.0,HARRIS,2814870700.0,Acute Care Hospitals,Physician,True,True,5,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"4600 EAST SAM HOUSTON PARKWAY SOUTH PASADENA, TX (29.640261, -95.160714)",https://www.chistlukeshealth.org/locations/chi-st-lukes-health-patients-medical-center,https://www.chistlukeshealth.org/locations/chi-st-lukes-health-emergency-center-pasadena,https://www.chistlukeshealth.org/locations/emergency-department-chi-st-lukes-health%E2%80%93patients-medical-center,True
520195.0,COLUMBIA CENTER,13125 N PORT WASHINGTON RD,MEQUON,WI,53097.0,OZAUKEE,2622437408.0,Acute Care Hospitals,Voluntary non-profit - Private,False,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Above the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"13125 N PORT WASHINGTON RD MEQUON, WI (43.256306, -87.924152)","http://www.hospital-data.com/hospitals/COLUMBIA-CENTER,-LLC-MILWAUKEE.html",http://www.columbia-stmarys.org/oth/Page.asp?PageID=OTH000845,https://www.healthcare4ppl.com/hospital/wisconsin/mequon/columbia-center-520195.html,True
450820.0,HOUSTON METHODIST SUGARLAND HOSPITAL,16655 SOUTHWEST FREEWAY,SUGAR LAND,TX,77479.0,FORT BEND,2812748000.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Above the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Below the national average,,Below the national average,,"16655 SOUTHWEST FREEWAY SUGAR LAND, TX (29.590539, -95.631886)",https://www.houstonmethodist.org/locations/sugar-land/,https://www.houstonmethodist.org/womens-services/locations/sugar-land/,https://www.houstonmethodistcareers.org/jobs/houston-methodist-sugarland-hospital/,True
520044.0,ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,SHEBOYGAN,WI,53081.0,SHEBOYGAN,9204598300.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"3100 SUPERIOR AVE SHEBOYGAN, WI (43.761118, -87.747143)",https://www.stnicholashospital.org/Home/,https://www.stnicholashospital.org/Contact/,https://www.stnicholashospital.org/Hospital-Information/About/,True
520075.0,ST VINCENT HOSPITAL GREEN BAY WI,835 S VAN BUREN ST,GREEN BAY,WI,54301.0,BROWN,9204330111.0,Acute Care Hospitals,Voluntary non-profit - Church,True,True,2,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"835 S VAN BUREN ST GREEN BAY, WI (44.501039, -88.013175)",https://www.stvincenthospital.org/Home/,https://www.stvincenthospital.org/Contact/,https://www.stvincenthospital.org/Hospital-Information/Directions/,True
670102.0,"AD HOSPITAL EAST, LLC","12950 EAST FREEWAY, SUITE 100",HOUSTON,TX,77015.0,HARRIS,7133303897.0,Acute Care Hospitals,Proprietary,True,,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"12950 EAST FREEWAY, SUITE 100 HOUSTON, TX (29.771136, -95.200782)",http://www.adhealthcare.com/,https://www.healthcare4ppl.com/hospital/texas/houston/ad-hospital-east-llc-670102.html,https://npino.com/hospital/1669732178-ad-hospital-east%2C-llc/,True
500030.0,ST JOSEPH MEDICAL CENTER BELLINGHAM WA,2901 SQUALICUM PARKWAY,BELLINGHAM,WA,98225.0,WHATCOM,3607345400.0,Acute Care Hospitals,Voluntary non-profit - Other,True,True,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,"2901 SQUALICUM PARKWAY BELLINGHAM, WA (48.772278, -122.474878)",https://www.peacehealth.org/st-joseph-medical-center,https://www.peacehealth.org/st-joseph/patients-and-visitors/visiting/Pages/phone-directory,https://www.peacehealth.org/st-joseph/cardiology,True
450788.0,"CORPUS CHRISTI MEDICAL CENTER,THE",6629 WOODRIDGE ROAD,CORPUS CHRISTI,TX,78414.0,NUECES,3617611501.0,Acute Care Hospitals,Proprietary,True,True,3,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"6629 WOODRIDGE ROAD CORPUS CHRISTI, TX (27.681644, -97.359284)",https://ccmedicalcenter.com/location/bay-area,https://ccmedicalcenter.com/,https://ccmedicalcenter.com/location/doctors-regional,True
450488.0,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,1612 SOUTH HENDERSON BLVD,KILGORE,TX,75662.0,GREGG,9039843505.0,Acute Care Hospitals,Proprietary,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"1612 SOUTH HENDERSON BLVD KILGORE, TX (32.373415, -94.869207)",http://www.welcometokilgore.com/category/health/allegiance-specialty-hospital,https://www.healthcare4ppl.com/hospital/texas/kilgore/allegiance-specialty-hospital-of-kilgore-450488.html,https://www.ahd.com/free_profile/450488/Allegiance_Specialty_Hospital_of_Kilgore/Kilgore/Texas/,True
460052.0,TIMPANOGOS REGIONAL HOSPITAL,750 WEST 800 NORTH,OREM,UT,84057.0,UTAH,8017146800.0,Acute Care Hospitals,Proprietary,True,True,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"750 WEST 800 NORTH OREM, UT (40.311875, -111.713353)",https://timphospital.com/,https://timphospital.com/about/phone-directory/,https://timphospital.com/careers/,True
450237.0,CHRISTUS SANTA ROSA MEDICAL CENTER,2827 BABCOCK ROAD,SAN ANTONIO,TX,78229.0,BEXAR,2107043342.0,Acute Care Hospitals,Voluntary non-profit - Church,True,True,4,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,"2827 BABCOCK ROAD SAN ANTONIO, TX (29.512909, -98.591557)",http://www.christushealth.org/santa-rosa/medical-center,http://www.christushealth.org/santa-rosa/medical-center/about/contact-us,http://www.christushealth.org/santa-rosa/about/contact-us,True
670110.0,FIRST TEXAS HOSPITAL CARRROLLTON LLC,1401 E TRINITY MILLS ROAD,CARROLLTON,TX,75006.0,DALLAS,9728100700.0,Acute Care Hospitals,Proprietary,True,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"1401 E TRINITY MILLS ROAD CARROLLTON, TX (32.985001, -96.898221)",https://www.healthcare4ppl.com/hospital/texas/carrollton/first-texas-hospital-carrrollton-llc-670110.html,https://healthcarecomps.com/hospitals/tx/670110/,https://locations.hrt.org/listing/first-texas-hospital-carrrollton-llc-1401-e-trinity-mills-road-carrollton-tx-75006.html,True
530035.0,ASPEN MOUNTAIN MEDICAL CENTER,4401 COLLEGE DRIVE,ROCK SPRINGS,WY,82901.0,SWEETWATER,3074482758.0,Acute Care Hospitals,Proprietary,False,,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"4401 COLLEGE DRIVE ROCK SPRINGS, WY (41.603187, -109.247917)",http://aspenmountainmc.com/,http://aspenmountainmc.com/contact/,http://aspenmountainmc.com/physicians/,True
450755.0,COVENANT HOSPITAL LEVELLAND,1900 COLLEGE AVE,LEVELLAND,TX,79336.0,HOCKLEY,8068944963.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period.,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"1900 COLLEGE AVE LEVELLAND, TX (33.573273, -102.367755)",https://www.covenanthealth.org/our-services/family-medicine/family-medicine-clinic-of-levelland/,https://www.covenanthealth.org/contact-us/locations/covenant-health-levelland2/,https://www.stjhs.org/our-locations/texas/covenant-health-levelland/,True
453308.0,OUR CHILDRENS HOUSE,8 PRESTIGE CIRCLE 101,ALLEN,TX,75002.0,COLLIN,2148284747.0,Childrens,Voluntary non-profit - Church,False,True,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"8 PRESTIGE CIRCLE 101 ALLEN, TX (33.092018, -96.672738)",https://www.childrens.com/location-landing/locations-and-directions/specialty-centers/specialty-center-allen,https://www.manta.com/c/mm7xmb5/our-children-s-house-allen,http://disabilityresources.tamu.edu/our-childrens-house-at-baylor-allen,True
