Generic Item Name,National Drug Code, Charge 
fentaNYL 3 mcg/mL in ROPIVACAINE 0.1%,61553022148,$0.46 
fentaNYL 400 mcg LOZ (Actiq),63459050430,$298.50 
fentaNYL 500 mcg/10 mL INJ,409909428,$1.26 
fentaNYL 600 mcg LOZ (Actiq),63459050630,$365.70 
fentaNYL 800 mcg LOZ (Actiq),63459050830,$432.90 
fentaNYL INFUSION 10 mcg/mL in NSS 100 mL Premix,61553011248,$0.45 
fentaNYL PCA 20 mcg/mL (STANDARD CONC),61553011648,$0.79 
fentaNYL PCA 50 mcg/mL(HIGH CONC),61553060641,$0.40 
fentaNYL TOPICAL 100 mcg/hr PATCH (Duragesic (EQV)),50458003605,$308.86 
fentaNYL TOPICAL 12 mcg/hr PATCH (Duragesic (EQV)),50458003705,$69.12 
fentaNYL TOPICAL 25 mcg/hr PATCH (Duragesic (EQV)),50458003305,$79.14 
fentaNYL TOPICAL 50 mcg/hr PATCH (Duragesic (EQV)),67767012118,$62.13 
fentaNYL TOPICAL 75 mcg/hr PATCH (Duragesic (EQV)),50458003505,$261.45 
ferric carboxymaltose (Injectafer) 750 mg/15 mL SOLN,517065001,$212.72 
FERRIC SUBSULFATE topical  soln (Monsel's Sol),17317017101,$0.45 
ferrous gluconate 325 mg TAB,574050811,$1.00 
ferrous sulfate 160 mg ER (Slow-Fe (EQV)),536347807,$0.96 
ferrous sulfate 300 mg Liquid,121053005,$0.46 
ferrous sulfate 325 mg TAB,904216360,$1.00 
ferrous sulfate 75 mg/ml oral DROPS 15 mg elemental iron/mL),60432005750,$0.27 
fidaxomicin 200 mg TAB (Dificid)(NF),52015008001,$600.39 
filgrastim 20 mcg/mL (SCN/PEDS) INJ,55513053010,"$1,063.58 "
filgrastim 300 mcg/0.5 mL (ZARXIO (EQV)) SOLN,61314030410,"$1,054.40 "
filgrastim 300 mcg/mL INJ (Neupogen),55513034710,"$1,201.50 "
filgrastim 480 mcg/0.8 mL (ZARXIO (EQV)) SOLN,61314031210,"$1,679.09 "
filgrastim 480 mcg/1.6 mL INJ (Neupogen),55513054610,$958.50 
FINASTERIDE 5 mg TAB (Proscar (EQV)),16729009001,$10.13 
fingolimod 0.5 mg CAP (Gilenya),78060751,$744.94 
FLECAINIDE 100 mg TAB (Tambocor (EQV)),29336030710,$5.63 
FLECAINIDE 25 mg (1/2 of 50 mg) TAB,54001020,$7.88 
FLECAINIDE 50 mg TAB (Tambocor (EQV)),54001021,$5.63 
FLEET'S ENEMA Adult (EQV),904353578,$0.04 
FLEET'S ENEMA Pediatric (EQV),132020220,$0.05 
FLOXURIDINE 0.5 g PWDI,55390043501,$68.40 
fluconazole  Suspension 10 mg/mL (Diflucan (EQV)),59762502901,$1.35 
fluconazole 100 mg TAB (Diflucan (EQV)),50268033715,$8.44 
Fluconazole 2 mg/mL (SCN/PEDS) Inj,20000000042,$4.50 
fluconazole 200 mg TAB,16714069301,$4.19 
fluconazole 200 mg/100 mL PREMIX IV (Diflucan (EQV)),409468423,$1.35 
fluconazole 400 mg/200 mL PREMIX IV (Diflucan (EQV)),409468402,$1.01 
fluconazole 50 mg TAB (Diflucan (EQV)),57237000330,$3.31 
fluconazole100 mg/50 mL PREMIX IV (Diflucan (EQV)),49343726,$4.59 
flucytosine 250 mg CAP (Ancobon(EQV)),187355410,$267.52 
FluDARAbine 25 mg/mL PWDI,50419051106,$130.50 
FLUDROCORTISONE 0.05 mg TAB (1/2 of 0.1 mg),115703301,$2.89 
FLUDROCORTISONE 0.1 mg TAB (Florinef (EQV)),68084028801,$3.16 
FLUMAZENIL 0.5 mg/5 mL INJ (Romazicon (EQV)),703208403,$4.05 
FLUMAZENIL 1 mg/10 mL INJ (Romazicon (EQV)),703208503,$4.05 
flunisolide 80 mcg/inh AEROSOL (AEROSPAN (EQV)),37759012,$244.76 
FLUNISOLIDE NASAL 25 mcg/inh SPRAY (Nasarel (EQV)),64980051025,$10.92 
FLUOCINOLONE TOPICAL 0.01% CREAM,713022315,$12.38 
FLUOCINOLONE TOPICAL 0.025% CREAM,713032415,$9.36 
FLUOCINOLONE TOPICAL 0.025% OINT,713022415,$9.36 
FLUOCINONIDE TOPICAL 0.05% CREAM (Lidex(EQV)),472390115,$11.92 
FLUOCINONIDE TOPICAL 0.05% OINT (Lidex(EQV)),168014015,$6.11 
FLUORESCEIN  ophthalmic 1 mg Test (Ful-Glo Strips (EQV)),17478040401,$0.63 
FLUORESCEIN 10% INJ (AK-Fluor (EQV)),17478025410,$6.30 
FLUOROMETHOLONE OPH. 0.1% OINT (FML (EQV)),23031604,$156.15 
FLUOROMETHOLONE OPH. 0.1% SUSP (FML (EQV)),60758088005,$55.60 
FLUOROURACIL 50 mg/mL INJ,63323011761,$11.25 
FLUOROURACIL 50 mg/mL SOLN,63323011720,$11.25 
FLUOXETINE 10 mg CAP (Prozac (EQV)),65862019201,$0.28 
FLUOXETINE 20 mg CAP (PROZAC (EQV)),68084060501,$0.53 
FLUOXETINE 20 mg/5 mL oral soln (Prozac (EQV)),54838052340,$0.74 
fluPHENAZine  2.5 mg/5mL ELIXIR (Prolixin (EQV)),121065402,$1.94 
fluPHENAZine 1 mg TAB (Prolixin (EQV)),781143601,$1.00 
fluPHENAZine 2.5 mg TAB (Prolixin (EQV)),527178901,$25.02 
fluPHENAZine 5 mg TAB (Prolixin (EQV)),68084084625,$43.28 
fluPHENAZine decanoate 125 mg/5mL IM (Prolixin (EQV)),63323027205,$162.84 
FLURBIPROFEN OPH. 0.03% SOLN (Ocufen (EQV)),24208031425,$13.82 
FLUTAMIDE 125 mg CAP (EULEXIN),69097091591,$7.69 
FLUTICASONE 0.05% NASAL SPRAY (Flonase (EQV)),54327099,$7.74 
FLUTICASONE 110 MCG/inh AERA (Flovent),173071920,$79.70 
FLUTICASONE 44 mcg/inh AERA (Flovent),173071820,$67.39 
fluticasone-salmeterol 250 mcg-50 mcg (Advair 250-50),173069602,$337.50 
fluticasone-salmeterol 500 mcg-50 mcg (Advair 500-50),173069702,$540.00 
fluticasone-salmeterol100 mcg-50 mcg (Advair 100-50),173069502,$337.50 
fluticasone-vilanterol 100 mcg-25 mcg/inh (BREO ELLIPTA),173085914,$447.57 
fluticasone-vilanterol 200 mcg-25 mcg/inh (BREO ELLIPTA),173088214,$447.57 
FLUVASTATIN 20 mg CAP (LESCOL),78017615,$22.95 
fluvoxaMINE  100 mg TAB (Luvox (EQV)),185015701,$9.65 
fluvoxaMINE  50 mg TAB (Luvox (EQV)),62559015901,$2.94 
FOLIC ACID 0.5 mg (1/2 of 1 mg) TAB,904319760,$1.00 
FOLIC ACID 1 mg TAB,65162036110,$1.07 
FOLIC ACID 1 mg/0.2ml  INJ,63323018410,$22.38 
FOMEPIZOLE 1.5 g/1.5mL INJ (Antizol),62161000334,"$1,684.76 "
FONDAPARINUX 10 mg/0.8 mL INJ (Arixtra),7323602,$284.94 
FONDAPARINUX 2.5 mg/0.5 mL INJ (Arixtra),7323002,$157.50 
FONDAPARINUX 5 mg/0.4 mL INJ (Arixtra),7323211,$571.50 
FONDAPARINUX 7.5 mg/0.6 mL INJ (Arixtra),7323411,$383.40 
FORMOTEROL 12 mCg INHALANT CAP (Foradil Aerolizer),85140101,$18.22 
fosamprenavir 700 mg TAB (Lexiva),35356006760,$67.10 
FOSAPREPITANT 150 mg  PWDI (Emend),6394132,"$1,100.25 "
FOSCARNET 24 mg/mL IVPB (Foscavir (EQV)),409386305,$1.17 
fosphenytoin 100 mg/2 mL SOLN (Cerebyx (EQV)),71400705,$59.35 
Fosphenytoin 25 mg /mL (SCN/PEDS) Inj,63323040399,$4.50 
fosphenytoin 50 mg/mL (SCN) Inj,20000000041,$58.50 
fosphenytoin 500 mg/10 mL SOLN (Cerebyx (EQV)),71400810,$35.61 
frovatriptan 2.5 mg TAB (Frova),63481002509,$153.33 
FULVESTRANT 50 mg/mL INJ,310072050,$767.25 
furosemide 10 mg (1/2 of 20 mg) TAB,364056890,$1.00 
furosemide 10 mg/mL INJ (PEDS),63323028002,$15.33 
furosemide 100 mg/10 m INJ for infusion,517571025,$1.12 
furosemide 100 mg/10 mL INJ (Lasix (EQV)),36000028425,$1.61 
furosemide 2 mg/mL (SCN/PEDS)  INJ,40000000001,$4.50 
furosemide 20 mg TAB (Lasix (EQV)),904579661,$1.00 
furosemide 20 mg/2 mL INJ (Lasix (EQV)),36000028225,$5.46 
furosemide 40 mg TAB (Lasix (EQV)),69315011701,$1.00 
furosemide 40 mg/4 ml INJ (Lasix (EQV)),517570425,$2.17 
furosemide 40 mg/5 mL SOLN (Lasix (EQV)),68094086762,$2.03 
furosemide 80 mg TAB (Lasix (EQV)),378023201,$1.00 
gabapentin 100 mg CAP (Neurontin (EQV)),228266511,$0.29 
gabapentin 100 mg Suppository,90009000009,$9.00 
gabapentin 300 mg CAP (Neurontin),14550051202,$0.43 
gabapentin 300 mg Suppository,90090000008,$9.00 
gabapentin 400 mg CAP (Neurontin),65162010310,$0.99 
gabapentin 50 mg/ mL  Oral Soln,59762502501,$1.18 
gaLANtamine 12 mg TAB (Razadyne),57237005160,$11.37 
gaLANtamine 4 mg TAB (Razadyne),60505254206,$10.31 
gaLANtamine 8 mg TAB (Razadyne),60505254306,$10.31 
ganciclovir 5 mg/mL (SCN/PEDS) IVPB,6332031594,$1.94 
GANCICLOVIR 50 mg/mL Powder for Injection,4694003,$509.81 
GELATIN SPONGE ABSORBABLE 100mm (Gelfoam/Surgifoam))),63713001974,$92.70 
GELATIN SPONGE ABSORBABLE 12-7 mm (Gelfoam/Surgifoam)),9031508,$18.05 
GELATIN SPONGE ABSORBABLE 200mm (Gelfoam/Surgifoam)),9034203,$209.25 
GELFILM OPHTHALMIC 1 Ea,9029703,$265.50 
GELFOAM POWDER 1 gram Each,9043304,$238.50 
GemCITAbine 38 mg/mL (1000 mg vial) PWDI,2750201,$180.00 
GemCITAbine 38 mg/mL (200 mg vial) mg PWDI,2750101,$36.00 
GEMFIBROZIL 300 mg (1/2 of 600 mg) TAB,364256606,$1.00 
GEMFIBROZIL 600 mg TAB (Lopid (EQV)),93067006,$1.00 
gentamicin 10 mg/mL (PEDS) Inj,90000000020,$0.90 
gentamicin 10 mg/ml SOLUTION IVPB,63323017302,$9.77 
gentamicin 100 mg/100 mL-NaCl 0.9% Premix,338050548,$0.18 
Gentamicin 2 mg/ml (SCN) Inj,63323017999,$0.45 
gentamicin 2 mg/mL IntraVentricular,63323051302,$9.92 
gentamicin 40 mg/ml INJ,63323001002,$8.01 
gentamicin 5 mg/mL INJ,264580832,$0.23 
gentamicin 80 mg/50 mL-NSS Premix,338050941,$0.33 
gentamicin 800 mg/20 mL INJ,63323001020,$5.02 
gentamicin OPH. 0.3% OINT,48102000935,$54.99 
gentamicin OPH. 0.3% SOLN,17478028310,$15.23 
gentamicin TOPICAL 0.1% CREAM,168007115,$0.98 
gentamicin TOPICAL 0.1% OINT,168007815,$0.98 
gentamicin-prednisoLONE oph. 0.3%-0.6% OINT,23006604,$148.72 
glatiramer 20 mg/ mL kit (Copaxone),68546031730,"$17,128.26 "
gliMEPiride 1 mg TAB (Amaryl (EQV)),39022110,$5.98 
gliMEPiride 2 mg TAB (Amaryl (EQV)),39022211,$3.11 
gliMEPiride 4 mg TAB (Amaryl (EQV)),39022311,$5.10 
glipiZIDE 10 mg TAB (Glucotrol (EQV)),591046101,$1.00 
glipiZIDE 2.5 mg (1/2 of 5 mg) TAB,60505014102,$1.00 
glipiZIDE 2.5 mg ER TAB (Glucotrol XL (EQV)),59762503101,$1.41 
glipiZIDE 5 mg ER TAB (Glucotrol XL (EQV)),68084011101,$1.74 
glipiZIDE 5 mg TAB (Glucotrol (EQV)),60505014100,$1.00 
glucagon 100 mcg/mL (SCN/PEDS) 10 mL Infusion,597005345,$0.72 
glucagon 100 mcg/mL (SCN/PEDS) 3 mL Infusion,55390000410,$0.72 
GLUCAGON recombinant 1 mg INJ,169706515,$970.38 
GLUCOSE 4 g TAB CHEWABLE,38396053277,$1.00 
GLUCOSE 40% GEL (15gm Glucose/38gm tube),574006930,$0.41 
GLUCOSE 40% GEL(15gm Glucose/38gm tube),574007030,$0.45 
glyBURIDE 1.25 mg TAB (Diabeta (EQV)),23155005601,$1.00 
glyBURIDE 2.5 mg TAB (Diabeta (EQV)),23155005701,$1.00 
glyBURIDE 5 mg TAB (Diabeta (EQV)),23155005801,$1.57 
glyBURIDE micronized 3 mg TAB (Glynase (EQV)),93803501,$1.00 
GLYCERIN Adult  SUPP,713010109,$2.90 
GLYCERIN pediatric  SUPP,132008112,$0.52 
glycerin STERILE anhydrous 10 mL,99999091982,$45.00 
GLYCINE irrigation 1.5% SOLN,409797408,$40.50 
glycopyrrolate 0.2 mg/mL  5 mL SYRINGE,143968025,$3.74 
glycopyrrolate 0.2 mg/mL INJ,143968225,$4.64 
glycopyrrolate 0.4 mg/2 mL SOLN,641603425,$5.07 
glycopyrrolate 0.6 mg/3 mL Syringe,61553021734,$169.74 
glycopyrrolate 1 mg TAB (Robinul (EQV)),51079070020,$5.33 
GoLYTELY (EQV) - POLYETHYLENE GLYCOL 3350 W ELEC,52268010001,$0.02 
GRANISETRON 1 mg TAB (Kytril (EQV)),51991073520,$43.74 
GuaiFENesin + Dextromethorphan 600 mg-30 mg ER (Mucinex-DM (EQV)),57664035508,$0.32 
GuaiFENesin 100 mg/5 mL U/D LIQ (Robitussin (EQV)),50383006306,$0.46 
GuaiFENesin 200 mg/10 mL U/D LIQ (Robitussin (EQV)),121041910,$2.70 
GuaiFENesin 600 mg TAB SR (Mucinex (EQV)),45802049878,$1.48 
GuaiFENesin w CODEINE 100 mg-10 mg/5 ml ORAL SYRUP (Robitussin AC (EQV)),603107554,$0.44 
GuaiFENesin-DM 100 mg-10 mg/5 ml LIQ  (Robitussin-DM(EQV)),121063805,$0.52 
GuaiFENesin-DM 200 mg-20 mg/10 mL LIQ (Robitussin-DM(EQV)),121063810,$0.30 
HAEMOPHILUS B conjugate VACCINE 0.5 mL,49281054505,$118.20 
haloperidol 0.25 mg (1/2 of 0.5 mg) TAB,781139199,$1.00 
haloperidol 0.5 mg TAB (Haldol (EQV)),378035101,$1.17 
haloperidol 1 mg TAB (Haldol (EQV)),378025701,$1.66 
haloperidol 10 mg TAB (Haldol (EQV)),68084024901,$6.28 
haloperidol 2 mg TAB (Haldol (EQV)),378021401,$2.28 
haloperidol 2 mg/ml CONC ORAL (Haldol (EQV)),54838050115,$2.84 
haloperidol 2.5 mg (1/2 of  5 mg) TAB,51079073620,$4.46 
haloperidol 5 mg TAB (Haldol (EQV)),60687016101,$3.21 
haloperidol 5 mg/ml INJ (Haldol (EQV)),55390044710,$5.40 
haloperidol DECANOATE 50 mg/mL SOLN,45025303,$233.00 
HEMIN 313 mg INJ (Panhematin),67386070154,"$22,488.80 "
heparin (DILUTE) 2 units/mL-NaCl 0.9% 500 mL SOLN,264987210,$0.09 
heparin 10000 units/mL INJ,63323054201,$36.77 
heparin 100 units/mL PF (SCN/PEDS) Inj,69004301,$0.01 
heparin 1000 units/mL (Additive),25021040010,$0.38 
heparin 1000 units/mL INJ (1 ml),63323054001,$8.33 
heparin 1000 units/mL INJ (10 mL),63323054011,$3.78 
heparin 20000 units/mL INJ,63323091501,$87.11 
heparin 25000 units/250 mL Premix SOLN,338045102,$0.45 
heparin 25000 units/500 mL Premix SOLN,264957710,$0.09 
heparin 30000 units/30 mL SOLN,25021040030,$17.33 
heparin 5000 units SYRINGE,409131632,$20.66 
heparin 5000 units/mL INJ (VIAL),63323026201,$21.62 
heparin 500 units/5 mL FLUSH SOLN,8290038005,$0.54 
heparin 5000 units/ml  INJ,63323004710,$7.91 
heparin FLUSH (PF) 1 units/mL 2 mL Prefill Syringe,63807030035,$0.79 
heparin FLUSH P.F.100 units/mL INJ,641038925,$3.21 
heparin IRRIGATION 2500 units/250 mL NS,36,$0.14 
heparin IRRIGATION 500 units/250 mL NSS,641039112,$5.99 
HEPATITIS A adult vaccine 1440 units/mL INJ,58160082652,$286.76 
HEPATITIS A pediatric vaccine 720 units/0.5 mL preservative free SUSP,58160082552,$284.53 
hepatitis B adult vaccine 20 mcg/mL SUSP (ENGERIX (EQV)),58160082111,$163.76 
hepatitis B adult vaccine dialysis 40 mcg/mL INJ,6499200,$432.23 
HEPATITIS B Immune Globulin INJ (SCN),13533063605,$293.17 
hepatitis B pediatric vaccine 10 mcg/0.5 mL (PEDS) SUSP,58160082052,$52.65 
HEPATITIS B vaccine pediatric 5 mcg/0.5 mL Susp (Recombivax HB),6498000,$241.38 
HEXACHLOROPHENE TOPICAL 3% LIQ (Phisohex (EQV)),24153548,$0.64 
HOMATROPINE OPH  2% SOLN,998031105,$26.06 
HOMATROPINE OPH  5% SOLN,998031505,$30.02 
HYALURONIDASE (PF) 200 units/mL INJ (Vitrase),67425000210,$299.66 
HYALURONIDASE 150 units/mL Solution,548909000,$112.50 
hyaluronidase 30 units/0.2 mL (SCN/PEDS) Inj,548909010,$42.75 
hyaluronidase 40 units/0.2 mL (SCN/PEDS) Inj,24208000201,$1.31 
hydrALAZINE 1 mg/mL (SCN/PEDS) Inj,40000000022,$4.50 
hydrALAZINE 10 mg TAB (Apresoline (EQV)),68084044701,$1.00 
hydrALAZINE 12.5 mg (1/2 of 25 mg) TAB,51079007520,$1.08 
hydrALAZINE 20 mg/mL SOLN,63323061401,$59.40 
hydrALAZINE 25 mg TAB (Apresoline (EQV)),62584073301,$1.08 
hydrALAZINE 5 mg (1/2 of 10 mg) TAB,182090599,$2.25 
hydrALAZINE 50 mg TAB (Apresoline (EQV)),904644261,$1.00 
hydrochlorothiazide 12.5 mg CAP,68084039801,$0.73 
hydrochlorothiazide 25 mg TAB,68084008601,$1.00 
hydrochlorothiazide 50 mg TAB,172208960,$1.00 
hydrochlorothiazide 6.25 mg TAB,68084008698,$1.00 
hydrochlorothiazide-triamterene 12.5 mg-18.75 mg (1/2 of 25 mg-37.5 mg)  TAB,62794046488,$2.68 
hydrochlorothiazide-triamterene 25 mg-37.5 mg TAB (Maxzide-25 (EQV)),781112301,$1.35 
hydrochlorothiazide-triamterene 50 mg-75 mg TAB (Maxzide (EQV)),591034801,$1.38 
HYDROcodone-HOMATROPINE 5 mg-1.5 mg/5 ml oral SYRUP (Hycodan (EQV)),50383004316,$0.72 
HYDROCORTISONE 0.5% TOPICAL CREAM,45802019003,$0.30 
hydroCORTISONE 1 mg/mL (SCN/PEDS) INJ,409485605,$10.17 
HYDROCORTISONE 10 mg TAB (Cortef (EQV)),9003101,$5.61 
HYDROCORTISONE 100 mg INJ,9090020,$18.20 
HYDROCORTISONE 100 mg/60 ml ENEMA (Colocort (EQV))),574202007,$0.57 
hydrocortisone 2 mg/ml (SCN) Suspension,603390099,$4.50 
HYDROCORTISONE 2.5 mg (1/2 OF 5 mg) TAB,9001299,$1.36 
hydrocortisone 2.5% RECTAL CREAM,64980030130,$11.58 
HYDROCORTISONE 20 mg TAB (Cortef (EQV)),9004401,$10.63 
HYDROCORTISONE 250 mg INJ,9090916,$0.45 
HYDROCORTISONE 5 mg TAB (Cortef (EQV)),64720033105,$1.40 
HYDROCORTISONE 500 mg INJ,9091205,$71.42 
HYDROCORTISONE Rectal 25 mg SUPP,713050312,$56.40 
HYDROCORTISONE Topical 0.5% OINT,168001631,$0.50 
HYDROCORTISONE TOPICAL 1% CREAM,472033956,$0.26 
HYDROCORTISONE TOPICAL 1% LOT,168028704,$0.30 
HYDROCORTISONE TOPICAL 1% OINT,472034526,$0.18 
HYDROCORTISONE TOPICAL 2.5% CREAM,472033730,$1.06 
HYDROCORTISONE/NEOMYCIN/POLYMYXIN B OTIC 1%-0.35%-10000 units/mL SOL (Cortisporin (EQV)),24208063110,$37.76 
HYDROCORTISONE/NEOMYCIN/POLYMYXIN B OTIC 1%-0.35%-10000 units/mL SUSP (Cortisporin (EQV)),24208063562,$37.76 
HYDROCORTISONE-PRAMOXINE TOPICAL 1%-1% FOAM (Epifoam (EQV)),68220014410,$26.80 
HYDROCORTISONE-PRAMOXINE Topical 1%-1% FOAM (Proctofoam-HC (EQV)),68220014210,$29.01 
HYDROGEN PEROXIDE TOPICAL 3% SOLN,49580030002,$0.00 
HYDROmorphone 0.5 mg/0.5 mL INJ (Dilaudid (EQV)),76045000905,$18.63 
HYDROmorphone 1 mg/mL INJ (Dilaudid (EQV)),409128331,$4.50 
HYDROmorphone 1 mg/mL-NaCl 0.9% SOLN (HOSPICE WARMINSTER ONLY),61553016541,$0.90 
HYDROmorphone 10 mg/mL SOLN,59011044505,$19.79 
HYDROmorphone 2 mg TAB (Dilaudid (EQV)),59011045201,$7.97 
HYDROmorphone 2 mg/mL INJ (Dilaudid (EQV)),409335601,$6.75 
HYDROmorphone 20 mg/100 mL NaCl 0.9% PCA,61553020648,$0.77 
HYDROmorphone 20 mg/50 mL PCA (0.4 mg/ml),61553063375,$1.35 
HYDROmorphone 250 mg/50 mL PCA (5 mg/ml),8,$7.88 
HYDROmorphone 4 mg TAB (Dilaudid (Eqv)),59011045410,$12.23 
HYDROmorphone 4 mg/mL INJ (Dilaudid (EQV)),409130431,$9.16 
hydroxocobalamin 5 gm PWDI (CyanoKit),11704037001,"$3,219.53 "
HYDROXYCHLOROQUINE 200 mg TAB,591304101,$16.22 
hydroxyethyl starch 6%-NaCl 0.9% SOLN (Voluven),409102901,$0.55 
HYDROXYUREA 500 mg CAP (Hydrea (EQV)),3083050,$6.14 
hydrOXYzine 25 mg/mL INJ,364671854,$0.63 
hydrOXYzine 50 mg/mL INJ,517560125,$34.15 
hydrOXYZINE HCL 10 mg TAB (Atarax (EQV)),68084025301,$1.22 
hydrOXYzine HCl 10 mg/5 mL Oral Syrup (Atarax (EQV)),60432015004,$0.66 
hydrOXYzine HCL 25 mg TAB (Vistaril/Atarax (EQV)),68084025401,$1.42 
HYOSCYAMINE 0.125 mg TAB (Levsin (EQV)),42192034001,$2.21 
HYOSCYAMINE 0.125 mg/mL Oral Soln (Levsin (EQV)),60258080215,$6.49 
HYOSCYAMINE 0.375 mg TAB ER (LevBid (EQV)),24486060210,$5.15 
HYPROMELLOSE 2.5% OPH. SOLN (Gonak),17478006412,$3.36 
IBANDRONATE 3 mg/3 mL KIT (Boniva),4018809,$658.74 
ibuprofen 100 mg CHEWABLE TABLET,49348063904,$1.00 
IBUPROFEN 100 mg/5 mL SUSP (Motrin (EQV)),121477405,$0.73 
IBUPROFEN 200 mg TAB (Advil (EQV)),904791540,$1.00 
IBUPROFEN 400 mg TAB (Motrin (EQV)),55111010101,$1.00 
IBUPROFEN 600 mg TAB (Motrin (EQV)),62584074785,$1.00 
IBUPROFEN 800 mg TAB (Motrin (EQV)),904585561,$1.00 
IBUPROFEN Lysine 4 mg/mL (SCN) INJ,67386012252,$108.81 
IBUTILIDE 0.1 mg/mL INJ (Corvert(EQV)),9379401,$81.05 
IBUTILIDE 1mg/50 mL NS AddEase (Corvert),9379422,$10.80 
IDArubicin 1 mg/mL SOLN,13258691,$34.29 
idarucizumab 2.5 g/50 mL SOLN (PRAXBIND (EQV)),597019705,$313.38 
IFOSFAMIDE 50 mg/mL PWDI,15055605,$135.00 
imatinib 100 mg TAB (Gleevec),78040105,$117.59 
imipenem-cilastatin 250 mg PWDI (Primaxin),63323034920,$44.10 
IMIPENEM-cilastatin 250 mg/100 ml IVPB (Primaxin) AddEase,409350801,$19.71 
imipenem-cilastatin 250 mg-250 mg PWDI,6351458,$78.06 
imipenem-cilastatin 5 mg/mL (SCN/PEDS) Inj,409350810,$4.50 
imipenem-cilastatin 500 mg PWDI,409350710,$162.00 
IMIPENEM-cilastatin 500 mg/100 ml IVPB (Primaxin) AddEase,6351659,$1.62 
imipenem-cilastatin 500 mg-500 mg Powder for Injection,6355259,$167.94 
IMIPRAMINE 10 mg TAB (Tofranil (EQV)),68180031101,$1.00 
IMIPRAMINE 25 mg TAB (Tofranil (EQV)),68180031201,$1.17 
imipramine 50 mg TAB,781176601,$2.51 
immune globulin  5% IVPB SOLN (Octagam),67467084303,$18.11 
Immune Globulin 1 gm/10 mL INJ (Privigen),44206043710,$31.50 
immune globulin 10% (SCN/PEDS) - Gammagard,944270004,$30.38 
immune globulin 10% (SCN/PEDS) - Octagam,68982085002,$0.30 
immune globulin 10% SOLN (Gammagard),944270005,$30.38 
immune globulin 10% SOLN (Octagam),68982085003,$0.30 
INDAPAMIDE 1.25 mg TAB (Lozol (EQV)),228259711,$1.56 
INDAPAMIDE 2.5 mg TAB (Lozol (EQV)),51079086820,$1.00 
INDIGO CARMINE 40 mg/5mL INJ,17478050801,$7.60 
INDINAVIR 400 mg CAP (CRIXIVAN),6057342,$12.56 
INDOCYANINE GREEN 25 mg INJ (IC-Green),17478070102,$427.36 
Indomethacin 0.5 mg/mL (SCN) INJ,67386051151,"$1,591.38 "
indomethacin 25 mg CAP (Indocin (EQV)),31722054201,$0.95 
indomethacin 25 mg/5 mL ORAL SUSP (Indocin (EQV)),42211010111,$4.50 
indomethacin 50 mg CAP (Indocin (EQV)),31722054301,$1.11 
indomethacin 50 mg SUPP,42211010243,$65.66 
indomethacin 75 mg CAP ER (Indocin (EQV)),185072060,$11.79 
inFLIXimab dyyb 100 mg INJ (INFLECTRA),69080901,"$3,150.00 "
influenza virus vaccine HIGH DOSE SUSP,49281039988,$163.89 
influenza virus vaccine inactivated high-dose preservative-free trivalent SUSP (FLUZONE 2017-18),49281038565,$369.32 
influenza virus vaccine inactivated high-dose preservative-free trivalent SUSP (FLUZONE 2018-19),49281040365,$181.85 
influenza virus vaccine inactivated preservative-free pediatric quadrivalent (FLUZONE 2015-16) SUSP,49281051525,$363.96 
influenza virus vaccine inactivated preservative-free pediatric quadrivalent SUSP,49281051725,$299.34 
influenza virus vaccine inactivated preservative-free pediatric quadrivalent SUSP 2016-17,49281051625,$97.16 
influenza virus vaccine inactivated preservative-free quadrivalent (FLUARIX 2015-16) SUSP,58160090352,$143.10 
influenza virus vaccine inactivated preservative-free quadrivalent (FLUZONE 2015-16) SUSP,49281041550,$142.92 
influenza virus vaccine inactivated preservative-free quadrivalent SUSP (FLUARIX 2018-19),58160089841,$72.18 
influenza virus vaccine inactivated preservative-free quadrivalent SUSP 2016-17,58160090541,$68.81 
influenza virus vaccinenactivated preservative-free quadrivalent SUSP (FLUARIX 2017-18),58160090752,$138.87 
Insulin (Regular) 0.5 units/mL 10 mL (SCN/PEDS) Infusion,20000000029,$2.25 
Insulin (Regular) 0.5 units/mL 3 mL (SCN/PEDS) Infusion,20000000028,$2.25 
Insulin (Regular) 50 units/50 mL (PEDS) Infusion,54868361900,$0.02 
insulin ASPART - PROTAMINE 30 units-70 units/mL INJ (Novolog 70/30),169368512,$5.00 
insulin ASPART 100 units/mL INJ (Novolog),169750111,$5.00 
insulin DETEMIR 100 units/mL SOLN (LEVEMIR),169368712,$20.00 
insulin GLARGINE 100 units/mL INJ (Lantus),88222033,$20.00 
insulin GLARGINE INJ (LANTUS),88222052,$20.00 
insulin GLULISINE 100 units/mL INJ (Apidra) (RAPID),88250033,$5.00 
insulin ISOPHANE (N) 100 Units/ml INJ (Humulin-N),2831517,$5.00 
insulin ISOPHANE insulin REGULAR 70 units-30 units/mL INJ (Humulin 70/30),2871517,$5.00 
insulin LISPRO 100 units/mL INJ (Humalog) (RAPID),2751017,$5.00 
insulin LISPRO PROTAMINE - insulin LISPRO 75 units-25 units/mL INJ (Humalog 75/25),2751101,$5.00 
insulin REGULAR  INJ 100 units/mL (Novolin-R),2821517,$5.00 
insulin REGULAR 0.2 units/mL (SCN/PEDS),55045350601,$2.25 
insulin regular 500 units/mL INJ,2850101,$251.78 
insulin regular human recombinant 100 units/100 mL SOLN,2821518,$5.45 
