FIM DESCRIPTION,AMH PRICE
PROGRAMMING MULT LEAD ICD,332
PROGRAMMING MULT LEAD PAC,332
PROGRAMMING MULT LEAD PAC,332
PROGRAMMING SGL LEAD ICD,332
PROGRAMMING SGL LEAD PACE,236
PROINSULIN,60.55
PROLACTIN LEVEL,75.57
PROLONGED OFFICE/OP SERVC 1ST HR,145
PROLONGED OP SERV EA ADD 30MIN,120
PROPHYLAXIS ADULT,84
PROPHYLAXIS CHILD,53
PROST FIT/TRAIN EA 15MN INITIAL,110
PROST FIT/TRAIN EACH 15MN INITIAL,110
PROST FIT/TRAIN EACH 15MN INITIAL,110
PROST FIT/TRAIN EACH 15MN INITIAL,110
PROST SPEC ANTIGEN TOTAL,65.31
PROSTAGLANDINS D2 PG-D2  URINE,104.42
PROSTAGLANDINS D2 SERUM OR PLASMA,62.65
PROSTATE  NEEDLE BIOPSY,478
PROSTATE BIOPSY,3836
PROSTATIC ACID PHOSPHATASE,38.28
PROSTATIC SPEC AG SCREEN,65.31
PROSTH FIT&TRAIN EA 15 MIN INITL,110
PROSTH FIT&TRAIN EA 15MIN INITIAL,110
PROSTH FIT&TRAIN EA15MIN INITIAL,110
PROSTH FIT&TRN EA 15MIN INITIAL,110
PROSTH FIT&TRN EA15MIN INITIAL,110
PROSTH FIT&TRN EA15MIN MOD59 INIT,110
PROSTH FIT&TRN EA15MIN MOD59 INIT,110
PROSTH FIT&TRN EA15MIN MOD59 INTL,110
PROSTH FIT&TRN EA15MIN MOD59 INTL,110
PROSTH FIT&TRN EA15MN MOD59 INIT,110
PROSTH FIT/TRAIN EA 15MIN INITIAL,110
PROSTH FIT/TRAIN EA 15MIN INITIAL,110
PROSTH FIT/TRN EA15MIN MOD59 INIT,110
PROSTH FIT/TRN EA15MIN MOD59 INIT,110
PROSTH FIT/TRN EA15MIN MOD59 INIT,110
PROSTH FIT/TRN EA15MIN MOD59 INTL,110
PROSTH FIT/TRN EA15MN MOD59 INTL,110
PROSTH TRAIN EA 15MIN INITIAL,110
PROTEIN C ACTIVITY,68.06
PROTEIN C ANTIGEN,47.04
PROTEIN ELECTRO 24-HOUR URINE,5
PROTEIN E-PHORESIS/URINE/CSF,69.56
PROTEIN S,68.06
PROTEIN S-ANTIGEN FUNCTIONAL,68.06
PROTEIN WESTERN BLOT TEST,74.2
PROTEINASE-3 ANTIBODY,28.78
PROTHROMBIN TIME POC TESTING,14.01
PROTIME,14.01
PROTOZOA ANTIBODY NOS,57.05
PROV SPLT EXTRA CORON,180
PROV SPLT INTRA CORON,350
PSA POST PROSTATECTOMY,65.31
PSA TOTAL (2 OF 2),65.31
PSM <6 YEARS,6118
PSM <6 YEARS,6118
PSM <6 YEARS,6118
PSM <6 YEARS C/CPAP BIPAP,5100
PSM <6 YEARS C/CPAP BIPAP,5100
PSM <6 YEARS C/CPAP/BIPAP,5100
PSM >6 YEARS,6118
PSM >6 YEARS,6118
PSM >6 YEARS,6118
PSM >6 YEARS C/CPAP BIPAP,5100
PSM >6 YEARS C/CPAP BIPAP,5100
PSM >6 YEARS C/CPAP/BIPAP,5100
PT EVALUATION - PEDS LEVEL 1,396
PT EVALUATION - PEDS LEVEL 1,396
PT EVALUATION - PEDS LEVEL 2,396
PT EVALUATION - PEDS LEVEL 2,396
PT EVALUATION - PEDS LEVEL 3,396
PT EVALUATION - PEDS LEVEL 3,396
PT INITIAL EVALUATION LEVEL 1,396
PT INITIAL EVALUATION LEVEL 1,396
PT INITIAL EVALUATION LEVEL 1,396
PT INITIAL EVALUATION LEVEL 1,396
PT INITIAL EVALUATION LEVEL 1,396
PT INITIAL EVALUATION LEVEL 1,396
PT INITIAL EVALUATION LEVEL 1,396
PT INITIAL EVALUATION LEVEL 1,396
PT INITIAL EVALUATION LEVEL 2,396
PT INITIAL EVALUATION LEVEL 2,396
PT INITIAL EVALUATION LEVEL 2,396
PT INITIAL EVALUATION LEVEL 2,396
PT INITIAL EVALUATION LEVEL 2,396
PT INITIAL EVALUATION LEVEL 2,396
PT INITIAL EVALUATION LEVEL 2,396
PT INITIAL EVALUATION LEVEL 2,396
PT INITIAL EVALUATION LEVEL 3,396
PT INITIAL EVALUATION LEVEL 3,396
PT INITIAL EVALUATION LEVEL 3,396
PT INITIAL EVALUATION LEVEL 3,396
PT INITIAL EVALUATION LEVEL 3,396
PT INITIAL EVALUATION LEVEL 3,396
PT INITIAL EVALUATION LEVEL 3,396
PT INITIAL EVALUATION LEVEL 3,396
PT PHENOTYPE  EACH ARC,83.81
PT REEVALUATION,269
PT REEVALUATION,269
PT REEVALUATION,269
PT RE-EVALUATION,269
PT REEVALUATION MOD 59,269
PT REEVALUATION MOD 59,269
PT REEVALUATION MOD 59,269
PT REEVALUATION MOD 59,269
PT REEVALUATION MOD 59,269
PT REEVALUATION MOD 59,269
PT REEVALUATION MOD 59,269
PT REEVALUATION/1,269
PT REEVALUATION/3,269
PT REEVALUATION/5,269
PT REEVALUATION/6,269
PTCA EA ADD VESS LAD,18104
PTCA EA ADD VESS LCX,18104
PTCA EA ADD VESS RAMUS,18104
PTCA EA ADD VESS RCA,18104
PTCA SINGLE VESSEL LAD,18104
PTCA SINGLE VESSEL LCX,18104
PTCA SINGLE VESSEL LM,18104
PTCA SINGLE VESSEL RAMUS,18104
PTCA SINGLE VESSEL RCA,18104
PTH-RELATED PROTEIN(PTH-RP),48.79
PTL DENTR CAST FRWK MAND,1360
PTL DENTR CAST FRWK MAX,1360
PTL DENTR INTERIM MAND,510
PTL DENTR INTERIM MAX,510
PTL DENTR RESIN MAND,710
PTL DENTR RESIN MAX,710
PUBS/1,1545
PUL STRESS TEST SIMPLE 6M,1000
PULM STRESS TEST COMPLEX,1782
PULMONARY DISEASE ED/TRN EA30MIN,85
PULMONARY PERFUSION SCAN,2427
PULMONARY REHABILITATION,237
PULP CAP INDIRECT EX REST,90
PULPOTOMY,150
PULSE OXIMETRY SGL DETERM,53
PULSE OXMETRY MULT DETRM,368
PULSED WAVE,593
PUNCT SPINAL DIAG,725
PUNCT/ASP ABCESS HEMAT CYST/1,643
PUNCTR ASPIRATION ABSCESS  CYST,643
PURAPLY PER SQ CM 2X2 PIECE,666
PURAPLY PER SQ CM 2X4 PIECE,504
PYRUVATE,38.28
Q FEVER IGG PHASE I AB TITER,57.05
Q FEVER IGG PHASE II AB TITER,57.05
Q FEVER PHASE I IGM AB TITER,57.05
Q FEVER PHASE II IGM AB TITER,57.05
QUANT IMMUNOGLOB EA 1OF3,36.28
QUANT LUNG PERF DIFFERENTL,910
QUANTIFERON,237.71
QUANTITATIVE IHC EA ANTIBODY,92.83
QUININDINE,56.3
QUINTON CATHETER CURVED,746
QUINTON CATHETER STRAIGHT,746
R&LHC ART/VENTRICLE ANGIO,12825
R&LHC W/ OR W/O LV GRAM,12825
R&LHC W/LV GRAM/BYPASS GRAFT,12825
RABIES VACCINE TITER,59.8
RAD PHARM THERAPY IA PARTICULATE,1106
RADI WIRE ADD'L VESSEL,3178
RADI WIRE SINGLE VESSEL,3178
RADIO/VOID CYSTOGRAM,3065
RADIOGRAPH/SURG IMPL INDEX B/R,200
RADIOPHAR THERAPY  IV,927
RADIOPHAR THERAPY ORAL,927
RADIUM-223 THERAPEUTIC PER UCI,512
RAPID STREP SCREEN LANSDALE,38.03
RAST,18.52
RAST ENGLISH PLANTAIN,18.52
RAST LATEX,18.52
RBC  LEUKO REDUCED  IRRAD,979
RBC FROZ DEGLYC RARE UNIT,950
RBC LR CMV-NEG,705
RBC SED RATE N/AU,12.51
RECEMENT CROWN,82
RECMNT FX PT DTR (BRIDGE),126
RECOVERY ROOM  LEVEL I,960
RECOVERY ROOM  LEVEL II,1240
RECOVERY ROOM  LEVEL III,1609
RECOVERY ROOM  LEVEL IV,2094
RED CELL FILTER RC50,138
REFLEX HEMOGLOBINS ELECTR,41.79
REFLEX HEMOGLOBINS SOLUBI,17.52
REFLEX HERPES SIMPLEX VIRUS TYPIN,15.26
REFLEX HTLV 1/11,72.81
REIKI 30 MINUTES,35
REIKI 60 MINUTES,65
RELINE DENT CHRSD MAX,250
RELINE DENTR CHRSD MAND,250
RELINE DENTR LAB MAND,380
RELINE DENTR LAB MAX,380
RELINE PTL CHRSD MAND,250
RELINE PTL CHRSD MAX,130
RELINE PTL LAB MAND,190
RELINE PTL LAB MAX,190
REM HARDWARE SUPERFICIAL,1245
REM IMP CERUMEN  INSTRUMT  UNILAT,73
REM PACE ELEC DUAL LEADS,6952
REM/BIVALV GAUNTLET BOOT/BDY CAST,100
REMOVAL IABP,36900
REMOVAL IMPL CARD EV MONI,2013
REMOVAL IUD/1,85
REMOVAL MAMMOSITE CATH,420
REMOVAL OF AICD GENERATOR,7085
REMOVAL OF FOREIGN BODY ,1432
REMOVAL OF INTRAPERITONEAL CATH,1770
REMOVAL OF OVARIAN CYST,4888
REMOVAL OF PPM GENERATOR,7085
REMOVAL OF TORUS MANDIBULARIS,750
REMOVAL OF TORUS PALATINUS,750
REMOVAL TUNNELED CV CATH,1770
REMOVAL TUNNELED CV CATH,1770
REMOVE AICD ELTRD VIA THORACOTOMY,12391
REMOVE DRUG DELIV IMPLANT,45
REMOVE ELTRD TRANSVEN,6952
REMOVE IMPACT CERUMEN W/INSTR UNI,737
REMOVE INTRVAS FB,10410
REMOVE NAIL PLT SNGL,643
REMOVE REINSERT IMPLANT,45
REMOVE RIGID CAST,650
REMOVE/REPLACE AICD GEN BIV,113473
REMOVE/REPLACE AICD GEN DUAL,113473
REMOVE/REPLACE AICD GEN SNGL,113473
REMOVE/REPLACE PPM GEN BIV,33800
REMOVE/REPLACE PPM GEN DUAL,33800
REMOVE/REPLACE PPM GEN SNGL,30840
RENAL CYST STUDY,6454
RENAL FUNCTION PANEL,30.03
RENAL SCAN  SPECT,4294
RENAL SCAN  STATIC & FLOW,2120
RENAL SCAN  STATIC ONLY,1579
RENAL SCAN W/FLOW FUNCTIO,4096
RENAL SCAN W/PHARM INTER,4096
RENIN ACTIVITY,85.58
REP SIMP SCALP AXIL TRNK2.6-7.5CM,643
REPAIR INTERMED S/A/T/E <=2.5CM,738
REPAIR INTERMED S/A/T/E 2.6-7.5CM,3247
REPAIR LEAD PACE-DEFIB 1,6952
REPAIR LEAD PACE-DEFIB 2,6952
REPAIR VAGINAL LACERATION,1543
REPLANT/STBL EVLS TOOTH,190
REPO PACING-DEFIB LEAD,6952
REPOS SUBQ DEFIB ELTRD &/GEN,7865
REPOSITION L VENTRIC LEAD,6952
RESECTION SMALL INTESTINE,2986
RESIN 1 SURF ANT,110
RESIN 1 SURF POST,122
RESIN 2 SURF ANT,166
RESIN 2 SURF POST,156
RESIN 3 SURF ANT,202
RESIN 4 SURF POST,250
RESIN 4 SURF/INC ANGLE,227
RESP CULT (2 OF 2) GRAM STAIN,17.52
RESP SYN VIRUS BY DF AB,38.03
RESP SYNCYTIAL VIRUS AG,38.08
RESPIRATORY MOTION MGMT SIMULATIO,400
RESPIRATORY SYNCYTIAL AG IF,38.03
RESPIRATORY SYNCYTIAL AG IF,38.03
RESPIRATORY VIRUS PANEL  DFA,42
RESUSCITATOR,104
RETAINER - CASTMT -RBR,504
RETICULIN AB TITER,44.04
RETICULOCYTE COUNT,15.76
RETICULOCYTE MANUAL,16.76
RETICULOCYTE SEP ARC,1000
RETREAT ENDO - ANTERIOR,600
RETREAT ENDO - BISUPID,690
RETREAT ENDO - MOLAR,760
RETRIEVAL DEVICE,11925
RETRIEVAL DEVICE,14378
RETRIEVAL DEVICE LEVEL 1,950
RETRIEVAL DEVICE LEVEL 2,1050
RETRIEVAL DEVICE LEVEL 3,1150
RETRIEVAL DEVICE LEVEL 4,1250
RETRIEVAL DEVICE LEVEL 5,1350
RETRIEVAL DEVICE LEVEL 6,1450
RETRIEVAL DEVICE/2,2200
RETRIEVAL DEVICE/3,3456
RETRIEVAL DEVICE/4,4868
RETRIEVAL DEVICE/5,29543
RETROGRADE UROGRAM,1794
REVERSE T3,66.06
RH IMMUNE GLOB 300 MCG,243
RH PHENOTYPE (ARC),154
RH TYPE ARC,83.81
RH-2 OF 2,83.81
RHC,12825
RHC ART/GRAFT ANGIO,12825
RHC FOR CONG ABNORMALITIES,12560
RHC W/ CORONARY ANGIO,12825
RHEUMATOID FACTOR QUANT,21.77
RHOGAM,158
RIBOSOMAL P PROTEIN IGG ABS,37.53
RIBS  BILATERAL  3 VIEWS,481
RIBS UNI W/ PA CHEST MIN 3 VWS LT,615
RIBS UNI W/ PA CHEST MIN 3 VWS RT,615
RIBS UNIL ONLY 2 VIEWS LT,369
RIBS UNIL ONLY 2 VIEWS RT,369
RIBS/BILATERAL & PA CHEST MIN 4VW,919
RICKETTSIA ANTIBODY,72.81
RICKETTSIA ANTIBODY,72.81
RICKETTSIAL FEVER GRP IGG/M ANTBD,72.81
RISTOCETIN COFACTOR,89.58
RMVL PACEMAKER SGL LEAD,7085
RMVL SUBQ DEFIB ELECTRODE,7865
RMVL SUBQ DEFIB PLS GEN,7085
RNA POLYMERASE III AB,48.04
ROM MEAS EA EXTREM,185
ROM MEAS EA EXTREM,185
ROM MEAS EA EXTREM,185
ROM MEAS EA EXTREM MOD 59,185
ROM MEAS EA EXTREM MOD 59,185
ROM MEAS EA EXTREM MOD 59,185
ROM MEAS HAND MOD 59,185
ROM MEASUREMENT EA EXT/TRUNK,185
ROM MEASUREMENT EA EXT/TRUNK,185
ROM MEASUREMENT EA EXT/TRUNK,185
ROM MEASUREMENT EA EXTREM,185
ROM MEASUREMENT EA EXTREM,185
ROM MEASUREMENT EA EXTREM MOD 59,185
ROM MEASUREMENT EA EXTREM MOD 59,185
ROM MEASUREMENT EA EXTREM MOD 59,185
ROM MEASUREMENT EXTREMITI/1,185
ROM MEASUREMENT EXTREMITY,185
ROM MEASUREMENT HAND,185
ROM MEASUREMENT HAND,185
ROM MEASUREMENT HAND,185
ROM MEASUREMENT HAND,185
ROM MEASUREMENT HAND,185
ROM MEASUREMENT HAND MOD 59,185
ROM MEASUREMENT HAND MOD 59,185
ROM MEASUREMENT HAND MOD 59,185
ROM MEASUREMENT HAND MOD 59,185
ROM MEASUREMENT HAND MOD 59,185
ROM MEASUREMENT HAND/1,185
ROM MEASUREMENT HAND/3,185
ROM MEASUREMENT HAND/4,185
ROM MEASUREMENT HAND/6,185
ROM MEASUREMENT HAND/8,185
ROOM & BOARD - ETC,0
ROOM & BOARD - LG/ETC0,2762
ROOM & BOARD - LG4,2762
ROOM & BOARD - LG5,2762
ROOM & BOARD - LG6,2762
ROOM & BOARD - TG1,2762
ROOM & BOARD - TG2,2762
ROOM & BOARD - TG3,2762
ROOM & BOARD 1L SEMI PRIV,3451
ROOM & BOARD 2WE TELEMETRY,5005
ROOM & BOARD 3T3 SEMI PRIVATE,3451
ROOM & BOARD 3T3 STEP DOWN,5005
ROOM & BOARD 3T3 TELEMETRY,5005
ROOM & BOARD 4WW TELEMETRY,5005
ROOM & BOARD 5H SP,3451
ROOM & BOARD 5LE TELEMETRY,5005
ROOM & BOARD 5LW TELEMETRY,5005
ROOM & BOARD CICU - SEMI,3451
ROOM & BOARD CICU 1W28-1W39,6769
ROOM & BOARD CSD,5005
ROOM & BOARD CSD OUTPATIENT,0
ROOM & BOARD CSU,6769
ROOM & BOARD CSU - TEL,5005
ROOM & BOARD ETC ICU,6769
ROOM & BOARD ETC PEDS,3365
ROOM & BOARD ETC PSYCH,2912
ROOM & BOARD ETC SEMI PRIV,3451
ROOM & BOARD ETC TELEMETRY,5005
ROOM & BOARD ICU 3 LENFEST E,6769
ROOM & BOARD ICU 3LE - STEP DOWN,5005
ROOM & BOARD ICU 3LE - TELEMETRY,5005
ROOM & BOARD ICU 3T,6769
ROOM & BOARD ICU CICU,6769
ROOM & BOARD L&D HIGH RISK 4T,4430
ROOM & BOARD LAND SP 1,3451
ROOM & BOARD LAND SP 2,3451
ROOM & BOARD LAND SP 3,3451
ROOM & BOARD LAND SP 4,3451
ROOM & BOARD LAND SP 5,3451
ROOM & BOARD LAND SP 6,3451
ROOM & BOARD LAND SP 7,3451
ROOM & BOARD M/S TEL PT IN ICU,5005
ROOM & BOARD MATERNITY PRIV,3451
ROOM & BOARD MATERNITY PRIV,3451
ROOM & BOARD MATERNITY PRIV/1,3451
ROOM & BOARD MATERNITY PRIV/2,4430
ROOM & BOARD MATERNITY SP,3451
ROOM & BOARD OP CARD ECHO LAB,0
ROOM & BOARD OP LEVY ENDO,0
ROOM & BOARD OUTPT 1LE,0
ROOM & BOARD REHAB 4WE,3451
ROOM & BOARD SCN LEVEL II,3715
ROOM & BOARD SCN LEVEL III,5005
ROOM & BOARD SCN LEVEL IV,7082
ROOM & BOARD SCN/NTU LEVEL I,2425
ROOM & BOARD SDS TELEMETRY,5005
ROOM & BOARD SP,3451
ROOM & BOARD SP 2LE 238-259,3451
ROOM & BOARD SP 2LW,3451
ROOM & BOARD SP 2WE M/S,3451
ROOM & BOARD SP 2WW,3451
ROOM & BOARD SP 3H MED/SURG,3451
ROOM & BOARD SP 3LW OSI,3451
ROOM & BOARD SP 3WE,3451
ROOM & BOARD SP 3WW,3451
ROOM & BOARD SP 4WW M/S,3451
ROOM & BOARD SP 6H MED/SURG,3451
ROOM & BOARD SP 7H MED/SURG,3451
ROOM & BOARD SP OUTPT,0
ROOM & BOARD SP OUTPT 1H,0
ROOM & BOARD SP OUTPT 1W2,0
ROOM & BOARD SP OUTPT 2H/4LE/4LW,0
ROOM & BOARD SP OUTPT 2LE,0
ROOM & BOARD SP OUTPT 2LW,0
ROOM & BOARD SP OUTPT 2WE,0
ROOM & BOARD SP OUTPT 2WW,0
ROOM & BOARD SP OUTPT 3H,0
ROOM & BOARD SP OUTPT 3LE,0
ROOM & BOARD SP OUTPT 3LW OSI,0
ROOM & BOARD SP OUTPT 3T1/3T2,0
ROOM & BOARD SP OUTPT 3T3/3T4,0
ROOM & BOARD SP OUTPT 3WE,0
ROOM & BOARD SP OUTPT 3WW,0
ROOM & BOARD SP OUTPT 4H,0
ROOM & BOARD SP OUTPT 4LM,0
ROOM & BOARD SP OUTPT 4T,0
ROOM & BOARD SP OUTPT 4WW,0
ROOM & BOARD SP OUTPT 5H,0
ROOM & BOARD SP OUTPT 5LE,0
ROOM & BOARD SP OUTPT 5LW,0
ROOM & BOARD SP OUTPT 6H,0
ROOM & BOARD SP OUTPT 7H,0
ROOM & BOARD SP OUTPT ETC AMH,0
ROOM & BOARD SP OUTPT NTU/SCN,0
ROOM & BOARD SP PEDS,3365
ROOM & BOARD SP PSYCH,2912
ROOM & BOARD SPU,0
ROOM & BOARD T1OF SP,3451
ROOM & BOARD T310-T322,6769
ROOM & BOARD TELEMETRY 3LW OSI,5005
ROOM & BOARD TG40-TG43,2762
ROOM & BOARD TRAUMA ICU,6769
ROOM & BOARD WPCU,5005
ROOM & BOARD WPCU - STEP,5005
ROOM & BOARD WPCU - TEL,5005
ROOM&BOARD 4LM ANTEPARTUM,4430
ROOM&BOARD T401-11/18-23,3451
ROTATEQ,0.01
ROTAVIRUS ASSAY,38.03
ROUTINE URINE CULTURE,32.53
RPLCMT OF CENTRAL VENOUS CATHETER,4600
RPR DENT RPL MS/BR TTH,70
RPR LAC CPLX FOREHD 2.6-7.5CM,3345
RPR PTL ADD CLSP,130
RPR PTL ADD TOOTH,160
RPR PTL REPL BRKN TOOTH,160
RPR PTLRPR/RPL BRK CLASP,140
RPR SCREEN,16.76
RPR TITER,17.27
RUBELLA AB SCREEN,54.55
RUBEOLA IGG ANTIBODY,32.28
RX DEVICES-COMPLEX,1603
RX DEVICES-INTERMEDIATE,944
RX DEVICES-SIMPLE,531
RX PORT IMAGE,330
S&I STENT/CHEST VERT ART,6180
SACCHAROMYCES CERV AB IGA 1OF2,99.09
SACCHAROMYCES CERV AB IGG 2OF2,99.09
SACROILIAC JOINTS MIN 3 V,919
SACRUM & COCCYX MIN 2V,919
SALICYLATE-ACA,200
SALIVARY GLAND W/SERIAL I,2388
SAMARIUM PER DOSE UP TO 150 MCI,4250
SAPH VEIN MAP LT LOW EXTR,1017
SAPH VEIN MAP RT LOW EXT,1017
SCAPULA LEFT,734
SCAPULA RIGHT,734
SCHEDULED VISIT LOW LEVEL,100
SCL/ RPL / 1-3 TTH (PER QUAD),60
SCL/RPL/QUAD,137
SCL-70 AB,65.56
SCOLIOSIS SINGLE FILM,283
SCOLIOSIS STUDY AP & LAT,468
SEALANT/TOOTH,46
SEC ART M THROMBECT ADD N,2815
SEDATIVE IRM,80
SEDIMENTATION RATE,9.26
SEL CAROTID/CERV EXTRA UNI,9990
SEL CAROTID/CERV INTRA UNI,9990
SEL DEBRIDE 1ST 20 SQ CM OR LESS,1015
SEL SUBCL/INNOM/VERT UNI,9990
SELECT ECA,9990
SELECT ICA UNI,16337
SELECT INTRACRANIAL ARTERY,9990
SELECT VERT UNI,16337
SELECTIVE DEBRIDE EA ADD 20 SQ CM,108
SELECTIVE DEBRIDE EA ADD 20 SQ CM,440
SELENIUM SERUM/PLASMA,95.08
SELENIUM WHOLE BLOOD,95.08
SELF CARE CURRENT STATUS,0.01
SELF CARE CURRENT STATUS,0.01
SELF CARE CURRENT STATUS,0.01
SELF CARE CURRENT STATUS,0.01
SELF CARE CURRENT STATUS,0.01
SELF CARE CURRENT STATUS,0.01
SELF CARE CURRENT STATUS,0.01
SELF CARE CURRENT STATUS,0.01
SELF CARE CURRENT STATUS,0.01
SELF CARE CURRENT STATUS,0.01
SELF CARE D/C STATUS,0.01
SELF CARE D/C STATUS,0.01
SELF CARE D/C STATUS,0.01
SELF CARE D/C STATUS,0.01
SELF CARE D/C STATUS,0.01
SELF CARE D/C STATUS,0.01
SELF CARE D/C STATUS,0.01
SELF CARE D/C STATUS,0.01
SELF CARE D/C STATUS,0.01
SELF CARE D/C STATUS,0.01
SELF CARE GOAL STATUS,0.01
SELF CARE GOAL STATUS,0.01
SELF CARE GOAL STATUS,0.01
SELF CARE GOAL STATUS,0.01
SELF CARE GOAL STATUS,0.01
SELF CARE GOAL STATUS,0.01
SELF CARE GOAL STATUS,0.01
SELF CARE GOAL STATUS,0.01
SELF CARE GOAL STATUS,0.01
SELF CARE GOAL STATUS,0.01
SEMEN ANALY POST VAS,96
SEMEN ANALYSIS WITH MORPHOLOGY,165
SEMEN ANALYSIS WITH MORPHOLOGY,58.3
SEMEN FREEZING,200
SENSITIVITY - ORG 1,33.78
SEPTAL DEFECT SYSTEM,15163
SEPTAL DEFECT SYSTEM,22738
SEPTAL DEFECT SYSTEM,18835
SEPTAL DEFECT SYSTEM/1,12500
SEROMA ASPIRATION/I&D,2830
SEROTONIN,117.35
SEROTONIN RELEASE ASSAY,28.78
SEROTONIN RELEASE ASSAY,62.56
SERUM PROTEIN ELECTROPHOR,43.54
SERVICE CHG KHPE/IBC NH,13
SEX HORMONE BINDING GLOB,64.81
SEXUAL ASSAULT EVID KIT,15
SHEATH - PEELAWAY LEVEL 1,250
SHEATH NON-EP/1,302
SHEATH NON-EP/2,653
SHEATH NON-EP/3,1026
SHEATH NON-EP/4,5700
SHEATH NON-EP/5,13500
SHIGA TOXIN 1,27.95
SHIGA TOXIN 2,27.95
SHORT ARM CAST,215
SHORT LATENCY EVOKE LOWER LIMBS,2362
SHORT LATENCY EVOKE UPPER LIMBS,2362
SHORT LEG LIGHT CAST,215
SHORT LEG WALKING CAST,215
SHORT TERM DIALYSIS CATHETER,527
SHORT TERM HEMODIAL CATH,650
SHOULDER MIN 2 VIEWS LEFT,772
SHOULDER MIN 2 VIEWS RIGH,772
SHOULDER ONE VIEW LEFT,350
SHOULDER ONE VIEW RIGHT,350
SHOULDER STRAPPING LT,456
SHOULDER STRAPPING LT,456
SHOULDER STRAPPING RT,456
SHOULDER STRAPPING RT,456
SHUNTOGRAM S&I,1408
SIALOGRAPHY,1589
SICKLE CELL SCREEN,17.52
SIGMOIDOSCOPY FLX W BAND LIGATION,1771
SIMPLE CYSTOMETROGRAM,165
SIMPLE REPAIR SUP WOUND < 2.5CM,643
SIMPLE URETHRA CATH,643
SIMULATOR-COMPLEX,1177
SIMULATOR-INTERMED.,1025
SIMULATOR-SIMPLE,633
SINOGRAM COMPLETE S&I,1598
SINUSES < 3 VIEWS,309
SINUSES MIN 3 VIEWS,964
SIROLIMUS,47.54
SIZING BALLOONS,1512
SJORGEN'S SSA/SSB ABS,65.56
SKELETAL SURVEY LIMITED,3263
SKIN BIOPSY EACH ADDITIONAL,737
SKIN BIOPSY(FIRST),1422
SKIN FULL GRFT SCLP/ARM/LEG<=20SQ,3185
SKULL LESS THAN 4 VIEWS,1081
SKULL MIN 4 VIEW,1261
SKYLA IUD 13.5MG,700
SLEEP STUDY UNATTENDED,784
SLIDE CONSULT,100.09
SLING FIGURE 8 PREFAB W FIT/ADJ,161
SM AND RNP ANTIBODIES,65.56
SM ANTIBODY,65.56
SMA CARRIER SCREEEN,225
SMALL BOWEL SERIES LTD,395
SMALL BOWEL STUDY,1261
SMEAR SPECIAL STAIN,23.52
SMN1 COPY ANALYSIS REFLEX,300
SMOKING CESS COUNSELING > 10 MIN,66
SMOKING CESS COUNSELING 3-10 MIN,50
SMOKING CESS COUNSELING 3-10 MIN,50
SMOKING CESS COUNSELING 3-10 MIN,50
SMOKING CESSATION 1 UNIT,18
SODIUM SERUM,5
SOFT TISSUE ALLOGRAFT,200
SOLUBLE LIVER ANTIGEN AUTOANTIBDY,48.04
SPACE MAINTAINER FIX BILAT,320
SPACE MAINTAINER FIX UNILAT,320
SPECIAL DOSIMETRY,464
SPECIAL MED RAD PHYSICS C,792
SPECIAL STAINS GRP 1,156.14
SPECIAL STAINS GRP 2,156.14
SPECIAL TELETHERAPY PORT PLAN,1234
SPECIAL TREATMENT PROCEDU,3076
SPECIFIC GRAVITY,12.51
SPECIMEN X RAY,318
SPECTROSCOPY,2770
SPEECH APHASIA GROUP,80
SPEECH APHASIA GROUP,80
SPEECH EVAL CMPLX C/V RECORDING,308
SPEECH LANG CURRENT STATUS,0.01
SPEECH LANG CURRENT STATUS,0.01
SPEECH LANG D/C STATUS,0.01
SPEECH LANG D/C STATUS,0.01
SPEECH LANG GOAL STATUS,0.01
SPEECH LANG GOAL STATUS,0.01
SPEECH SOUND LANG COMPREHEN,689
SPEECH SOUND LANG COMPREHEN,689
SPEECH SOUND LANG COMPREHEN,689
SPINAL PUNCTURE DIAGNOSTIC,725
SPIROMETRY,937
SPIROMETRY,566
SPIROMETRY B/A BRONCHODIL,700
SPIROMETRY W/O BRONCHODIL,524
SPLENOPORTOGRAPHY,5369
SPLINT FINGER STATIC,77
SPLINT LONG LEG,100
SPLINT SHORT ARM,100
SPLINT SHORT LEG,100
SPLIT BLOOD PROD EA UNIT,137.84
SPUTUM CULT(BILL ONLY),33.53
SPUTUM GRAM STAIN,17.52
SRP AUTOANTIBODIES,65.56
SRS BODY LESION(S) MULT SESSON EA,20709
ST SENSORY INTRGRTVE EA 15MIN,145
ST TX COGNI-LINGUISTIC EA 15 MIN,147
ST TX COGNI-LINGUISTIC EA 15 MIN,147
ST-ABDOM WALL SUBFASCIAL<5CM EXC,4722
ST-ABDOM WALL SUBFASCIAL>5CM EXC,4722
ST-ABDOMINAL WALL SC<3CM EXC,4722
ST-ABDOMINAL WALL SC>3CM EXC,4722
STAPH AUREUS SCRN,22.27
STAPH/STREP ID,20.27
ST-BACK OR FLANK SC >3CM EXC,3246
ST-BACK OR FLANK SC<3CM EXC,3246
ST-BACK/FLANK SUBFASCIAL<5CM EXC,3246
ST-BACK/FLANK SUBFASCIAL>5CM EXC,3246
STENT  COATED/COV W/DEL SYS,2000
STENT  NON-COA/NON-COV W/DEL,2000
STENT NONCOAT/COVR W DELIV SYS,525
STENT NONCOAT/COVR W DELIV SYS,17218
